Name,Platform,Test_MC,Players_MC
SUBMERGED,PC,,5.0
SUBMERGED,PLAYSTATION,56.0,5.0
SUBMERGED,XBOX,57.0,6.9
SUBMERGED: HIDDEN DEPTHS,PC,66.0,
SUBMERGED: HIDDEN DEPTHS,PLAYSTATION,72.0,
SUBMERGED: HIDDEN DEPTHS,XBOX,74.0,
SUBMERSED,PLAYSTATION,,
SUBNAUTICA,PC,87.0,8.6
SUBNAUTICA,PLAYSTATION,80.0,8.2
SUBNAUTICA,XBOX,81.0,8.6
SUBNAUTICA: BELOW ZERO,PC,82.0,6.4
SUBNAUTICA: BELOW ZERO,PLAYSTATION,79.0,5.9
SUBNAUTICA: BELOW ZERO,SWITCH,76.0,
SUBNAUTICA: BELOW ZERO,XBOX,83.0,7.8
SUBSURFACE CIRCULAR,SWITCH,79.0,7.9
SUCKER FOR LOVE: FIRST DATE,PC,77.0,7.9
SUDDEN STRIKE,PC,69.0,7.6
SUDDEN STRIKE 3: ARMS FOR VICTORY,PC,63.0,6.6
SUDDEN STRIKE 4,PC,70.0,7.6
SUDDEN STRIKE 4,PLAYSTATION,63.0,7.5
SUDDEN STRIKE II,PC,68.0,8.4
SUDEKI,XBOX,72.0,8.3
SUDOKU GRIDMASTER,DS,62.0,6.0
SUICIDE GUY,SWITCH,55.0,6.2
SUIKODEN II,PLAYSTATION,82.0,9.1
SUIKODEN III,PLAYSTATION,86.0,8.8
SUIKODEN IV,PLAYSTATION,63.0,7.4
SUIKODEN TACTICS,PLAYSTATION,68.0,8.3
SUIKODEN TIERKREIS,DS,76.0,7.8
SUIKODEN V,PLAYSTATION,76.0,8.6
SUMIONI: DEMON ARTS,PLAYSTATION,57.0,6.1
SUMIRE,SWITCH,86.0,7.7
SUMMER ATHLETICS: THE ULTIMATE CHALLENGE,WII,56.0,7.8
SUMMER ATHLETICS: THE ULTIMATE CHALLENGE,XBOX,,
SUMMER HEAT BEACH VOLLEYBALL,PLAYSTATION,65.0,7.7
SUMMER IN MARA,PC,63.0,8.2
SUMMER IN MARA,SWITCH,59.0,7.4
SUMMER SPORTS: PARADISE ISLAND,WII,,
SUMMON NIGHT 5,PLAYSTATION,74.0,6.8
SUMMON NIGHT 6: LOST BORDERS,PLAYSTATION,71.0,7.0
SUMMON NIGHT: SWORDCRAFT STORY,GB,77.0,8.2
SUMMON NIGHT: SWORDCRAFT STORY 2,GB,79.0,8.7
SUMMON NIGHT: TWIN AGE,DS,73.0,7.3
SUMMONER,PC,78.0,7.7
SUMMONER,PLAYSTATION,74.0,7.6
SUMMONER 2,PLAYSTATION,76.0,8.4
SUMMONER: A GODDESS REBORN,AUTRE,72.0,8.2
SUNAGE,PC,,7.4
SUNDAY GOLD,PC,73.0,6.3
SUNDERED,PC,74.0,7.4
SUNDERED,PLAYSTATION,70.0,6.9
SUNDERED: ELDRITCH EDITION,SWITCH,76.0,7.5
SUNLESS SEA,PC,81.0,7.5
SUNLESS SKIES,PC,87.0,6.9
SUNLIGHT,PC,83.0,
SUNNY GARCIA SURFING,PLAYSTATION,61.0,7.9
SUNSET,PC,66.0,
SUNSET OVERDRIVE,XBOX,81.0,7.9
SUNSET OVERDRIVE AND THE MYSTERY OF THE MOOIL RIG!,XBOX,65.0,7.1
SUPER ARMY WAR,GB,58.0,
SUPER BEAT SPORTS,SWITCH,68.0,7.1
SUPER BLOOD HOCKEY,SWITCH,65.0,5.1
SUPER BOMBERMAN R,PLAYSTATION,67.0,6.0
SUPER BOMBERMAN R,SWITCH,62.0,6.7
SUPER BOMBERMAN R,XBOX,63.0,6.9
SUPER BOMBERMAN R ONLINE,AUTRE,80.0,7.2
SUPER BUBBLE POP,AUTRE,54.0,5.5
SUPER BUST-A-MOVE,GB,77.0,7.0
SUPER BUST-A-MOVE,PLAYSTATION,75.0,
SUPER BUST-A-MOVE 2,PLAYSTATION,73.0,8.3
SUPER CANE MAGIC ZERO,PLAYSTATION,77.0,5.3
SUPER CANE MAGIC ZERO,SWITCH,60.0,6.4
SUPER CHARIOT,SWITCH,76.0,7.7
SUPER CLOUDBUILT,PLAYSTATION,78.0,6.7
SUPER CLOUDBUILT,XBOX,74.0,7.1
SUPER COLLAPSE 3,DS,71.0,
SUPER CONTRA,XBOX,61.0,6.3
SUPER CRUSH K.O.,SWITCH,77.0,7.8
SUPER DARYL DELUXE,PLAYSTATION,67.0,5.4
SUPER DARYL DELUXE,SWITCH,72.0,7.3
SUPER DODGE BALL ADVANCE,GB,79.0,7.8
SUPER DODGEBALL BRAWLERS,DS,65.0,
SUPER DRAGON BALL HEROES: WORLD MISSION,SWITCH,69.0,7.5
SUPER DRAGON BALL Z,PLAYSTATION,72.0,6.6
SUPER DUNGEON BROS,PLAYSTATION,,
SUPER DUNGEON BROS,XBOX,53.0,
SUPER EXPLODING ZOO,PLAYSTATION,69.0,5.0
SUPER GALAXY SQUADRON,PC,70.0,7.8
SUPER GHOULS 'N GHOSTS,GB,78.0,8.3
SUPER HYDORAH,PC,82.0,7.8
SUPER HYDORAH,XBOX,82.0,6.9
SUPER LITTLE ACORNS 3D TURBO,DS,77.0,7.2
SUPER LUCKY'S TALE,XBOX,64.0,7.0
SUPER MARIO 3D ALL-STARS,SWITCH,82.0,6.4
SUPER MARIO 3D LAND,DS,90.0,8.4
SUPER MARIO 3D WORLD,WII,93.0,8.9
SUPER MARIO 3D WORLD + BOWSER'S FURY,SWITCH,89.0,8.7
SUPER MARIO 64,NINTENDO,94.0,9.1
SUPER MARIO 64 DS,DS,85.0,8.3
SUPER MARIO ADVANCE,GB,84.0,7.6
SUPER MARIO ADVANCE 4: SUPER MARIO BROS. 3,GB,94.0,8.9
SUPER MARIO ALL-STARS: 25TH ANNIVERSARY EDITION,WII,70.0,7.7
SUPER MARIO BROS. 35,SWITCH,75.0,7.6
SUPER MARIO GALAXY,WII,97.0,9.1
SUPER MARIO GALAXY 2,WII,97.0,9.1
SUPER MARIO MAKER,WII,88.0,8.7
SUPER MARIO MAKER 2,SWITCH,88.0,8.5
SUPER MARIO MAKER FOR NINTENDO 3DS,DS,73.0,6.5
SUPER MARIO ODYSSEY,SWITCH,97.0,8.9
SUPER MARIO PARTY,SWITCH,76.0,7.0
SUPER MARIO STRIKERS,AUTRE,76.0,8.6
SUPER MARIO SUNSHINE,AUTRE,92.0,8.4
SUPER MARIO WORLD: SUPER MARIO ADVANCE 2,GB,92.0,9.0
SUPER MEAT BOY,PC,87.0,8.2
SUPER MEAT BOY,PLAYSTATION,85.0,7.0
SUPER MEAT BOY,SWITCH,84.0,8.0
SUPER MEAT BOY,XBOX,90.0,7.9
SUPER MEAT BOY FOREVER,PC,70.0,
SUPER MEAT BOY FOREVER,SWITCH,66.0,5.2
SUPER MEGA BASEBALL,PLAYSTATION,85.0,7.2
SUPER MEGA BASEBALL 2,PLAYSTATION,77.0,6.5
SUPER MEGA BASEBALL 2,XBOX,81.0,7.2
SUPER MEGA BASEBALL 3,PLAYSTATION,80.0,6.9
SUPER MEGA BASEBALL 3,SWITCH,87.0,8.0
SUPER MEGA BASEBALL 3,XBOX,83.0,7.0
SUPER MEGA BASEBALL: EXTRA INNINGS,XBOX,80.0,7.1
SUPER MONDAY NIGHT COMBAT,PC,76.0,
SUPER MONKEY BALL,AUTRE,87.0,8.0
SUPER MONKEY BALL 2,AUTRE,87.0,8.3
SUPER MONKEY BALL 3D,DS,55.0,5.4
SUPER MONKEY BALL ADVENTURE,AUTRE,51.0,7.1
SUPER MONKEY BALL ADVENTURE,PLAYSTATION,54.5,6.550000000000001
SUPER MONKEY BALL DELUXE,PLAYSTATION,78.0,7.8
SUPER MONKEY BALL DELUXE,XBOX,81.0,7.8
SUPER MONKEY BALL JR.,GB,82.0,7.6
SUPER MONKEY BALL: BANANA BLITZ,WII,74.0,5.8
SUPER MONKEY BALL: BANANA BLITZ HD,PLAYSTATION,62.0,5.5
SUPER MONKEY BALL: BANANA BLITZ HD,SWITCH,63.0,5.0
SUPER MONKEY BALL: BANANA BLITZ HD,XBOX,70.0,5.3
SUPER MONKEY BALL: BANANA MANIA,PLAYSTATION,75.0,6.7
SUPER MONKEY BALL: BANANA MANIA,SWITCH,76.0,7.2
SUPER MONKEY BALL: BANANA MANIA,XBOX,77.0,7.5
SUPER MONKEY BALL: BANANA SPLITZ,PLAYSTATION,66.0,7.3
SUPER MONKEY BALL: STEP & ROLL,WII,59.0,6.8
SUPER MONKEY BALL: TOUCH & ROLL,DS,63.0,7.7
SUPER MOTHERLOAD,PLAYSTATION,65.0,6.7
SUPER MUTANT ALIEN ASSAULT,PLAYSTATION,67.0,
SUPER MUTANT ALIEN ASSAULT,SWITCH,74.0,
SUPER NEPTUNIA RPG,PLAYSTATION,60.0,
SUPER NEPTUNIA RPG,SWITCH,62.0,5.7
SUPER ONE MORE JUMP,SWITCH,81.0,8.2
SUPER PAPER MARIO,WII,85.0,8.0
SUPER PRINCESS PEACH,DS,75.0,7.8
SUPER PUZZLE FIGHTER II,GB,83.0,
SUPER PUZZLE FIGHTER II TURBO,PLAYSTATION,83.0,8.5
SUPER PUZZLE FIGHTER II TURBO HD REMIX,PLAYSTATION,82.0,7.4
SUPER PUZZLE FIGHTER II TURBO HD REMIX,XBOX,83.0,8.0
SUPER ROBOT TAISEN OG SAGA: ENDLESS FRONTIER,DS,73.0,8.3
SUPER ROBOT TAISEN: ORIGINAL GENERATION,GB,72.0,6.7
SUPER ROBOT TAISEN: ORIGINAL GENERATION 2,GB,82.0,8.4
SUPER ROBOT WARS 30,PC,79.0,7.3
SUPER RUB A DUB,PLAYSTATION,,6.9
SUPER RUDE BEAR RESURRECTION,PLAYSTATION,78.0,5.0
SUPER RUNABOUT: SAN FRANCISCO EDITION,AUTRE,65.0,7.3
SUPER SCRIBBLENAUTS,DS,81.0,8.3
SUPER SEDUCER: HOW TO TALK TO GIRLS,PC,,6.6
SUPER SMASH BROS.,NINTENDO,79.0,8.7
SUPER SMASH BROS. BRAWL,WII,93.0,8.8
SUPER SMASH BROS. FOR NINTENDO 3DS,DS,85.0,8.5
SUPER SMASH BROS. FOR WII U,WII,92.0,8.9
SUPER SMASH BROS. MELEE,AUTRE,92.0,9.1
SUPER SMASH BROS. ULTIMATE,SWITCH,93.0,8.6
SUPER STARDUST DELTA,PLAYSTATION,82.0,8.0
SUPER STARDUST HD,PLAYSTATION,85.0,7.9
SUPER STARDUST PORTABLE,PLAYSTATION,69.0,6.6
SUPER STARDUST ULTRA,PLAYSTATION,74.0,7.1
SUPER STARDUST ULTRA VR,PLAYSTATION,66.0,6.6
SUPER STREET FIGHTER II TURBO HD REMIX,PLAYSTATION,87.0,7.7
SUPER STREET FIGHTER II TURBO HD REMIX,XBOX,88.0,7.7
SUPER STREET FIGHTER II: TURBO REVIVAL,GB,84.0,7.4
SUPER STREET FIGHTER IV,PLAYSTATION,92.0,7.8
SUPER STREET FIGHTER IV,XBOX,91.0,7.7
SUPER STREET FIGHTER IV: 3D EDITION,DS,85.0,8.0
SUPER STREET FIGHTER IV: ARCADE EDITION,PC,84.0,7.8
SUPER STREET FIGHTER IV: ARCADE EDITION,PLAYSTATION,80.0,7.3
SUPER STREET FIGHTER IV: ARCADE EDITION,XBOX,78.0,7.1
SUPER SWING GOLF,WII,72.0,7.8
SUPER SWING GOLF SEASON 2,WII,70.0,
SUPER TIME FORCE,XBOX,80.5,6.15
SUPER TIME FORCE ULTRA,PC,80.0,6.6
SUPER TOY CARS,WII,56.0,7.4
SUPER TRUCKS RACING,PLAYSTATION,66.0,
SUPER ULTRA DEAD RISING 3' ARCADE REMIX HYPER EDITION EX PLUS ALPHA,XBOX,75.0,6.2
SUPERBEAT: XONIC,PLAYSTATION,81.0,7.3
SUPERBEAT: XONIC,SWITCH,74.0,7.5
SUPERBIKE 2001,PC,88.0,6.8
SUPERBROTHERS: SWORD & SWORCERY EP,PC,83.0,6.4
SUPERCAR STREET CHALLENGE,PC,,
SUPERCAR STREET CHALLENGE,PLAYSTATION,57.0,7.2
SUPERCROSS,PLAYSTATION,73.0,
SUPERDIMENSION NEPTUNE VS SEGA HARD GIRLS,PLAYSTATION,72.0,8.1
SUPEREPIC: THE ENTERTAINMENT WAR,SWITCH,76.0,7.7
SUPERFROG HD,PLAYSTATION,61.0,6.2
SUPERHOT,PC,82.0,7.6
SUPERHOT,PLAYSTATION,83.0,7.3
SUPERHOT,XBOX,83.0,7.8
SUPERHOT VR,PC,83.0,7.3
SUPERHOT VR,PLAYSTATION,75.0,7.7
SUPERHOT: MIND CONTROL DELETE,PC,78.0,6.6
SUPERHOT: MIND CONTROL DELETE,PLAYSTATION,77.0,6.5
SUPERHOT: MIND CONTROL DELETE,XBOX,82.0,5.9
SUPERHYPERCUBE,PLAYSTATION,74.0,6.1
SUPERLIMINAL,PC,74.0,7.7
SUPERLIMINAL,PLAYSTATION,80.0,6.7
SUPERLIMINAL,SWITCH,75.0,9.6
SUPERLIMINAL,XBOX,80.0,9.6
SUPERMAN RETURNS,DS,,
SUPERMAN RETURNS,XBOX,51.0,5.6
SUPERMAN: SHADOW OF APOKOLIPS,AUTRE,66.0,6.0
SUPERMAN: SHADOW OF APOKOLIPS,PLAYSTATION,64.0,5.0
SUPERMAN: THE MAN OF STEEL,XBOX,,
SUPERPOWER,PC,,
SUPERPOWER 2,PC,51.0,7.9
SUPERSONIC ACROBATIC ROCKET-POWERED BATTLE-CARS,PLAYSTATION,67.0,7.7
SUPERSTARS V8 RACING,PLAYSTATION,66.0,5.8
SUPREMACY MMA,PLAYSTATION,,5.6
SUPREMACY MMA,XBOX,,6.2
SUPREMACY: FOUR PATHS TO POWER,PC,57.0,
SUPREME COMMANDER,PC,86.0,8.3
SUPREME COMMANDER,XBOX,56.0,6.3
SUPREME COMMANDER 2,PC,77.0,6.2
SUPREME COMMANDER 2,XBOX,75.0,7.0
SUPREME COMMANDER: FORGED ALLIANCE,PC,81.0,8.9
SUPREME LEAGUE OF PATRIOTS,PC,56.0,
SUPREME RULER 2010,PC,69.0,7.7
SUPREME RULER 2020,PC,65.0,7.2
SUPREME RULER: COLD WAR,PC,63.0,6.8
SURF ROCKET RACERS,AUTRE,55.0,7.8
SURF WORLD SERIES,PLAYSTATION,65.0,
SURF'S UP,PLAYSTATION,59.0,5.1
SURF'S UP,WII,64.0,5.8
SURF'S UP,XBOX,61.0,6.2
SURFING H3O,PLAYSTATION,,
SURGE DELUXE,PLAYSTATION,77.0,7.0
SURGEON SIMULATOR 2013,PC,71.0,6.0
SURGEON SIMULATOR 2: ACCESS ALL AREAS,PC,70.0,6.2
SURGEON SIMULATOR CPR,SWITCH,59.0,
SURGEON SIMULATOR: ANNIVERSARY EDITION,PLAYSTATION,56.0,5.1
SURGEON SIMULATOR: EXPERIENCE REALITY,PLAYSTATION,,
SURVIVING MARS,PC,76.0,7.0
SURVIVING MARS,PLAYSTATION,73.0,6.0
SURVIVING MARS,XBOX,76.0,6.4
SURVIVOR,PC,,
SUSHI STRIKER: THE WAY OF SUSHIDO,SWITCH,76.0,7.7
SUZERAIN,PC,81.0,8.1
SUZUKI TT SUPERBIKES,PLAYSTATION,71.0,8.3
SVC CHAOS: SNK VS. CAPCOM,XBOX,57.0,5.8
SWAPQUEST,PLAYSTATION,64.0,7.0
SWARM,PLAYSTATION,71.0,7.3
SWARM,XBOX,69.0,7.6
SWASHBUCKLERS: BLUE VS. GREY,PC,,
SWASHBUCKLERS: BLUE VS. GREY,PLAYSTATION,,5.3
SWAT 3: ELITE EDITION,PC,81.0,8.0
SWAT 4,PC,85.0,8.6
SWAT 4: THE STETCHKOV SYNDICATE,PC,80.0,8.1
SWAT: GLOBAL STRIKE TEAM,PLAYSTATION,69.0,7.8
SWAT: GLOBAL STRIKE TEAM,XBOX,69.0,6.3
SWAT: TARGET LIBERTY,PLAYSTATION,50.0,6.2
SWIM OUT,SWITCH,71.0,
SWING AWAY GOLF,PLAYSTATION,78.0,
SWINGERZ GOLF,AUTRE,72.0,7.3
SWITCHBALL,PLAYSTATION,68.0,5.0
SWITCHBALL,XBOX,78.0,7.2
SWORD AND FAIRY: TOGETHER FOREVER,PLAYSTATION,73.0,7.9
SWORD ART ONLINE RE: HOLLOW FRAGMENT,PLAYSTATION,65.0,7.1
SWORD ART ONLINE: ALICIZATION LYCORIS,PLAYSTATION,58.0,5.8
SWORD ART ONLINE: ALICIZATION LYCORIS,XBOX,58.0,6.2
SWORD ART ONLINE: FATAL BULLET,PC,61.0,7.1
SWORD ART ONLINE: FATAL BULLET,PLAYSTATION,64.0,7.2
SWORD ART ONLINE: FATAL BULLET,XBOX,72.0,7.1
SWORD ART ONLINE: HOLLOW FRAGMENT,PLAYSTATION,67.0,7.5
SWORD ART ONLINE: HOLLOW REALIZATION,PLAYSTATION,69.0,7.4
SWORD ART ONLINE: LOST SONG,PLAYSTATION,63.0,6.2
SWORD COAST LEGENDS,PC,61.0,5.5
SWORD OF MANA,GB,72.0,8.5
SWORD OF THE NECROMANCER,PC,69.0,7.4
SWORD OF THE NECROMANCER,SWITCH,58.0,7.6
SWORD OF THE NEW WORLD: GRANADO ESPADA,PC,66.0,7.7
SWORD OF THE STARS,PC,68.0,7.2
SWORD OF THE STARS II: LORDS OF WINTER,PC,,
SWORD OF THE STARS: BORN OF BLOOD,PC,79.0,7.7
SWORD OF THE STARS: THE PIT,PC,69.0,7.7
SWORDS & SOLDIERS,PLAYSTATION,81.0,6.4
SWORDS & SOLDIERS,WII,84.0,7.6
SWORDS & SOLDIERS HD,WII,78.0,6.7
SWORDS & SOLDIERS II,WII,75.0,7.9
SWORDS & SOLDIERS II: SHAWARMAGEDDON,SWITCH,82.0,8.2
SX SUPERSTAR,XBOX,53.0,
SYBERIA,DS,52.0,
SYBERIA,PC,82.0,8.5
SYBERIA,PLAYSTATION,50.0,7.0
SYBERIA,SWITCH,76.0,7.4
SYBERIA,XBOX,72.0,7.0
SYBERIA 3,PC,51.0,5.8
SYBERIA 3,PLAYSTATION,,5.9
SYBERIA II,PC,80.0,8.3
SYBERIA II,XBOX,71.0,7.4
SYBERIA: THE WORLD BEFORE,PC,81.0,8.4
SYBERIA: THE WORLD BEFORE,PLAYSTATION,77.0,7.6
SYDNEY 2000,AUTRE,53.0,8.0
SYDNEY 2000,PC,51.0,
SYDNEY 2000,PLAYSTATION,57.0,6.6
SYM,PC,61.0,
SYMMETRY,PC,60.0,5.5
SYMPHONY,PC,75.0,7.5
SYMPHONY OF THE MACHINE,PLAYSTATION,64.0,
SYMPHONY OF WAR: THE NEPHILIM SAGA,PC,81.0,8.1
SYNDICATE,PC,69.0,6.0
SYNDICATE,PLAYSTATION,75.0,6.6
SYNDICATE,XBOX,74.0,7.3
SYNDROME,PC,56.0,5.7
SYNTH RIDERS,PLAYSTATION,89.0,6.8
SYNTHETIK: ULTIMATE,SWITCH,67.0,
SYPHON FILTER,PLAYSTATION,90.0,8.7
SYPHON FILTER 3,PLAYSTATION,73.0,8.6
SYPHON FILTER: DARK MIRROR,PLAYSTATION,78.5,7.35
SYPHON FILTER: LOGAN'S SHADOW,PLAYSTATION,85.0,8.0
SYPHON FILTER: THE OMEGA STRAIN,PLAYSTATION,65.0,7.1
SYSTEM SHOCK 2,PC,92.0,9.1
SYSTEM SHOCK: ENHANCED EDITION,PC,85.0,8.7
TABLE MANNERS,PC,51.0,6.4
TABLE MINI GOLF,PLAYSTATION,56.0,5.3
TABLE TOP RACING,PLAYSTATION,63.0,7.0
TABLE TOP RACING: WORLD TOUR,PLAYSTATION,55.0,6.2
TABLE TOP RACING: WORLD TOUR,XBOX,75.0,
TABLE TOP TANKS,PLAYSTATION,56.0,5.3
TACHYON PROJECT,PLAYSTATION,71.0,6.0
TACHYON PROJECT,XBOX,74.0,6.9
TACOMA,PC,76.0,6.4
TACOMA,PLAYSTATION,79.0,5.8
TACOMA,XBOX,79.0,6.1
TACTICAL INTERVENTION,PC,,6.0
TACTICAL OPS: ASSAULT ON TERROR,PC,57.0,7.3
TACTICS OGRE: LET US CLING TOGETHER,PLAYSTATION,87.0,8.4
TACTICS OGRE: REBORN,PC,84.0,5.3
TACTICS OGRE: REBORN,PLAYSTATION,86.0,6.0
TACTICS OGRE: REBORN,SWITCH,85.0,5.4
TACTICS OGRE: THE KNIGHT OF LODIS,GB,88.0,8.7
TADPOLE TREBLE ENCORE,SWITCH,82.0,7.8
TAIKO DRUM MASTER,PLAYSTATION,77.0,8.1
TAIKO NO TATSUJIN: DRUM 'N' FUN!,SWITCH,78.0,8.0
TAIKO NO TATSUJIN: DRUM SESSION!,PLAYSTATION,70.0,6.8
TAIKO NO TATSUJIN: RHYTHM FESTIVAL,SWITCH,80.0,7.3
TAIKO NO TATSUJIN: RHYTHMIC ADVENTURE PACK,SWITCH,70.0,6.2
TAILS OF IRON,PC,81.0,8.1
TAILS OF IRON,PLAYSTATION,81.0,7.2
TAILS OF IRON,XBOX,84.0,7.2
TAILS: THE BACKBONE PRELUDES,PC,77.0,
TAINTED GRAIL: CONQUEST,PC,82.0,7.5
TAITO LEGENDS,PC,75.0,
TAITO LEGENDS,PLAYSTATION,68.0,8.2
TAITO LEGENDS,XBOX,74.0,
TAITO LEGENDS 2,PLAYSTATION,67.0,8.2
TAITO LEGENDS POWER-UP,PLAYSTATION,,8.3
TAITO MILESTONES,SWITCH,63.0,
TAK 2: THE STAFF OF DREAMS,AUTRE,75.0,8.6
TAK 2: THE STAFF OF DREAMS,PLAYSTATION,71.0,8.3
TAK 2: THE STAFF OF DREAMS,XBOX,73.0,
TAK AND THE POWER OF JUJU,AUTRE,71.0,8.3
TAK AND THE POWER OF JUJU,GB,79.0,8.0
TAK AND THE POWER OF JUJU,PLAYSTATION,68.0,8.6
TAK: THE GREAT JUJU CHALLENGE,AUTRE,75.0,8.0
TAK: THE GREAT JUJU CHALLENGE,DS,66.0,
TAK: THE GREAT JUJU CHALLENGE,PLAYSTATION,74.0,7.8
TAK: THE GREAT JUJU CHALLENGE,XBOX,75.0,
TAKE ON HELICOPTERS,PC,70.0,6.5
TAKE ON MARS,PC,62.0,7.1
TAKEDA,PC,58.0,7.0
TAKEDOWN: RED SABRE,PC,,
TALES FROM OFF-PEAK CITY VOL. 1,PC,83.0,8.3
TALES FROM SPACE: ABOUT A BLOB,PLAYSTATION,76.0,7.6
TALES FROM SPACE: MUTANT BLOBS ATTACK,PLAYSTATION,86.0,8.3
TALES FROM THE BORDERLANDS: A TELLTALE GAME SERIES,PC,85.0,8.6
TALES FROM THE BORDERLANDS: A TELLTALE GAME SERIES,PLAYSTATION,86.0,8.2
TALES FROM THE BORDERLANDS: A TELLTALE GAME SERIES,SWITCH,80.0,8.6
TALES FROM THE BORDERLANDS: EPISODE 1 - ZER0 SUM,PC,84.0,8.1
TALES FROM THE BORDERLANDS: EPISODE 1 - ZER0 SUM,PLAYSTATION,80.0,7.8
TALES FROM THE BORDERLANDS: EPISODE 1 - ZER0 SUM,XBOX,82.0,7.9
TALES FROM THE BORDERLANDS: EPISODE 2 - ATLAS MUGGED,PC,78.0,7.9
TALES FROM THE BORDERLANDS: EPISODE 2 - ATLAS MUGGED,PLAYSTATION,81.0,7.4
TALES FROM THE BORDERLANDS: EPISODE 3 - CATCH A RIDE,PC,81.0,7.9
TALES FROM THE BORDERLANDS: EPISODE 3 - CATCH A RIDE,PLAYSTATION,83.0,7.4
TALES FROM THE BORDERLANDS: EPISODE 4 - ESCAPE PLAN BRAVO,PC,79.0,7.9
TALES FROM THE BORDERLANDS: EPISODE 4 - ESCAPE PLAN BRAVO,PLAYSTATION,78.0,7.7
TALES FROM THE BORDERLANDS: EPISODE 5 - THE VAULT OF THE TRAVELER,PC,86.0,8.2
TALES FROM THE BORDERLANDS: EPISODE 5 - THE VAULT OF THE TRAVELER,PLAYSTATION,90.0,7.9
TALES OF ARISE,PC,84.0,8.4
TALES OF ARISE,PLAYSTATION,84.5,8.35
TALES OF ARISE,XBOX,87.0,8.5
TALES OF BERSERIA,PC,80.0,6.6
TALES OF BERSERIA,PLAYSTATION,79.0,7.2
TALES OF DESTINY II,PLAYSTATION,78.0,8.5
TALES OF GRACES F,PLAYSTATION,77.0,8.5
TALES OF HEARTS R,PLAYSTATION,76.0,8.1
TALES OF LEGENDIA,PLAYSTATION,72.0,8.1
TALES OF MONKEY ISLAND CHAPTER 1: LAUNCH OF THE SCREAMING NARWHAL,PC,79.0,7.8
TALES OF MONKEY ISLAND CHAPTER 1: LAUNCH OF THE SCREAMING NARWHAL,WII,79.0,8.2
TALES OF MONKEY ISLAND CHAPTER 2: THE SIEGE OF SPINNER CAY,PC,77.0,7.5
TALES OF MONKEY ISLAND CHAPTER 2: THE SIEGE OF SPINNER CAY,WII,79.0,7.7
TALES OF MONKEY ISLAND CHAPTER 3: LAIR OF THE LEVIATHAN,PC,82.0,7.7
TALES OF MONKEY ISLAND CHAPTER 4: THE TRIAL AND EXECUTION OF GUYBRUSH THREEPWOOD,PC,80.0,7.4
TALES OF MONKEY ISLAND CHAPTER 5: RISE OF THE PIRATE GOD,PC,81.0,7.6
TALES OF MONKEY ISLAND CHAPTER 5: RISE OF THE PIRATE GOD,WII,83.0,7.7
TALES OF PHANTASIA,GB,76.0,8.1
TALES OF SYMPHONIA,AUTRE,86.0,8.9
TALES OF SYMPHONIA CHRONICLES,PLAYSTATION,77.0,8.3
TALES OF SYMPHONIA REMASTERED,PLAYSTATION,68.0,
TALES OF SYMPHONIA REMASTERED,SWITCH,63.0,
TALES OF SYMPHONIA: DAWN OF THE NEW WORLD,WII,68.0,7.7
TALES OF THE ABYSS,DS,75.0,8.4
TALES OF THE ABYSS,PLAYSTATION,78.0,8.9
TALES OF THE WORLD: RADIANT MYTHOLOGY,PLAYSTATION,66.0,7.5
TALES OF VESPERIA,XBOX,79.0,8.5
TALES OF VESPERIA: DEFINITIVE EDITION,PLAYSTATION,81.0,7.5
TALES OF VESPERIA: DEFINITIVE EDITION,SWITCH,83.0,7.8
TALES OF VESPERIA: DEFINITIVE EDITION,XBOX,80.0,7.4
TALES OF XILLIA,PLAYSTATION,78.0,8.5
TALES OF XILLIA 2,PLAYSTATION,71.0,8.1
TALES OF ZESTIRIA,PLAYSTATION,72.0,7.2
TAMAGOTCHI CONNECTION: CORNER SHOP,DS,59.0,7.7
TAMAGOTCHI CONNECTION: CORNER SHOP 2,DS,66.0,5.0
TAMAGOTCHI PARTY ON!,WII,,
TAMARIN,PLAYSTATION,,6.6
TANDEM: A TALE OF SHADOWS,PC,73.0,7.6
TANG TANG,GB,56.0,
TANGLE TOWER,SWITCH,85.0,7.6
TANGLEDEEP,SWITCH,79.0,7.7
TANK BEAT,DS,,5.4
TANK TROOPERS,DS,64.0,6.0
TANK UNIVERSAL: CHALLENGER EIGHT,PC,67.0,6.7
TANK! TANK! TANK!,WII,,5.9
TANNENBERG,PC,69.0,7.8
TANNENBERG,XBOX,72.0,6.7
TANUKI JUSTICE,SWITCH,72.0,
TANUKI SUNSET,XBOX,74.0,
TAO FENG: FIST OF THE LOTUS,XBOX,65.0,6.1
TAO'S ADVENTURE: CURSE OF THE DEMON SEAL,DS,50.0,6.7
TAPPINGO,DS,64.0,6.4
TAPPINGO 2,DS,77.0,7.4
TARGET: TERROR,WII,,
TARR CHRONICLES,PC,60.0,7.0
TARTARUS,PC,59.0,6.9
TASOMACHI: BEHIND THE TWILIGHT,PC,56.0,
TASTEE: LETHAL TACTICS,PC,74.0,6.3
TATSUNOKO VS. CAPCOM: ULTIMATE ALL-STARS,WII,85.0,8.6
TAXI CHAOS,PLAYSTATION,,6.6
TAXI CHAOS,SWITCH,51.0,5.8
TAXI CHAOS,XBOX,59.0,5.4
TAZ WANTED,PLAYSTATION,65.0,8.8
TAZ WANTED,XBOX,62.0,6.6
TCHIA,PC,77.0,6.7
