Name,Platform,Test_MC,Players_MC
TCHIA,PLAYSTATION,77.0,7.4
TEAM FORTRESS 2,PC,92.0,9.0
TEAM SONIC RACING,PLAYSTATION,72.0,7.2
TEAM SONIC RACING,SWITCH,71.0,7.2
TEAM SONIC RACING,XBOX,73.0,7.5
TEARAWAY,PLAYSTATION,87.0,8.9
TEARAWAY UNFOLDED,PLAYSTATION,81.0,7.9
TEARDOWN,PC,80.0,8.4
TEARS TO TIARA II: HEIR OF THE OVERLORD,PLAYSTATION,65.0,8.1
TECH SUPPORT: ERROR UNKNOWN,PC,70.0,5.8
TECHNIC BEAT,PLAYSTATION,67.0,
TECHNOBABYLON,PC,82.0,7.7
TECMO BOWL THROWBACK,XBOX,67.0,7.3
TECMO BOWL: KICKOFF,DS,66.0,7.3
TECMO CLASSIC ARCADE,XBOX,55.0,
TEEN TITANS,AUTRE,63.0,7.2
TEEN TITANS,GB,61.0,7.4
TEEN TITANS,PLAYSTATION,56.0,7.9
TEENAGE MUTANT NINJA TURTLES,AUTRE,57.0,8.1
TEENAGE MUTANT NINJA TURTLES,GB,71.0,8.4
TEENAGE MUTANT NINJA TURTLES,PC,55.0,7.6
TEENAGE MUTANT NINJA TURTLES,PLAYSTATION,59.0,7.5
TEENAGE MUTANT NINJA TURTLES,XBOX,56.0,7.7
TEENAGE MUTANT NINJA TURTLES 2: BATTLE NEXUS,AUTRE,,6.2
TEENAGE MUTANT NINJA TURTLES 2: BATTLE NEXUS,GB,65.0,7.0
TEENAGE MUTANT NINJA TURTLES 2: BATTLE NEXUS,PLAYSTATION,,6.7
TEENAGE MUTANT NINJA TURTLES 2: BATTLE NEXUS,XBOX,,6.3
TEENAGE MUTANT NINJA TURTLES 3: MUTANT NIGHTMARE,AUTRE,57.0,7.3
TEENAGE MUTANT NINJA TURTLES 3: MUTANT NIGHTMARE,DS,58.0,7.6
TEENAGE MUTANT NINJA TURTLES 3: MUTANT NIGHTMARE,PLAYSTATION,53.0,6.8
TEENAGE MUTANT NINJA TURTLES 3: MUTANT NIGHTMARE,XBOX,56.0,
TEENAGE MUTANT NINJA TURTLES: 1989 CLASSIC ARCADE,XBOX,66.0,7.6
TEENAGE MUTANT NINJA TURTLES: ARCADE ATTACK,DS,,5.9
TEENAGE MUTANT NINJA TURTLES: MUTANTS IN MANHATTAN,PLAYSTATION,,5.5
TEENAGE MUTANT NINJA TURTLES: MUTANTS IN MANHATTAN,XBOX,55.0,6.0
TEENAGE MUTANT NINJA TURTLES: OUT OF THE SHADOWS,XBOX,,5.4
TEENAGE MUTANT NINJA TURTLES: SHREDDER'S REVENGE,PC,84.0,8.6
TEENAGE MUTANT NINJA TURTLES: SHREDDER'S REVENGE,PLAYSTATION,85.0,8.6
TEENAGE MUTANT NINJA TURTLES: SHREDDER'S REVENGE,SWITCH,87.0,8.2
TEENAGE MUTANT NINJA TURTLES: SHREDDER'S REVENGE,XBOX,87.0,8.2
TEENAGE MUTANT NINJA TURTLES: SMASH-UP,WII,67.0,8.2
TEENAGE MUTANT NINJA TURTLES: THE COWABUNGA COLLECTION,PC,78.0,5.8
TEENAGE MUTANT NINJA TURTLES: THE COWABUNGA COLLECTION,PLAYSTATION,79.0,8.0
TEENAGE MUTANT NINJA TURTLES: THE COWABUNGA COLLECTION,SWITCH,83.0,7.4
TEENAGE MUTANT NINJA TURTLES: THE COWABUNGA COLLECTION,XBOX,81.0,6.3
TEENAGE MUTANT NINJA TURTLES: TURTLES IN TIME RE-SHELLED,XBOX,60.0,7.0
TEENAGE ZOMBIES: INVASION OF THE ALIEN BRAIN THINGYS,DS,67.0,8.2
TEKKEN 2,PLAYSTATION,89.0,8.3
TEKKEN 3,PLAYSTATION,96.0,9.1
TEKKEN 3D PRIME EDITION,DS,64.0,6.0
TEKKEN 4,PLAYSTATION,79.0,8.0
TEKKEN 5,PLAYSTATION,88.0,8.7
TEKKEN 5: DARK RESURRECTION,PLAYSTATION,82.0,7.0
TEKKEN 6,PLAYSTATION,80.5,7.85
TEKKEN 6,XBOX,80.0,7.0
TEKKEN 7,PC,82.0,6.8
TEKKEN 7,PLAYSTATION,82.0,6.5
TEKKEN 7,XBOX,81.0,6.3
TEKKEN ADVANCE,GB,82.0,7.7
TEKKEN HYBRID,PLAYSTATION,65.0,6.7
TEKKEN REVOLUTION,PLAYSTATION,70.0,6.4
TEKKEN TAG TOURNAMENT,PLAYSTATION,85.0,8.5
TEKKEN TAG TOURNAMENT 2,PLAYSTATION,82.0,8.1
TEKKEN TAG TOURNAMENT 2,XBOX,83.0,7.7
TEKKEN TAG TOURNAMENT 2: WII U EDITION,WII,83.0,8.0
TEKKEN: DARK RESURRECTION,PLAYSTATION,88.0,8.3
TELEGLITCH: DIE MORE EDITION,PC,78.0,6.9
TELL ME WHY,PC,75.0,5.3
TELL ME WHY,XBOX,78.0,5.9
TELLING LIES,PC,84.0,6.0
TELLING LIES,PLAYSTATION,79.0,5.6
TELLING LIES,SWITCH,80.0,6.4
TEMBO THE BADASS ELEPHANT,PC,69.0,7.3
TEMBO THE BADASS ELEPHANT,PLAYSTATION,72.0,6.7
TEMBO THE BADASS ELEPHANT,XBOX,70.0,6.8
TEMPEST,XBOX,,
TEMPEST 4000,PLAYSTATION,75.0,5.3
TEMPEST 4000,XBOX,75.0,6.8
TEMPEST: PIRATE ACTION RPG,PC,60.0,
TEMPLE OF YOG,WII,54.0,7.6
TEMTEM,PC,79.0,7.4
TEMTEM,PLAYSTATION,73.0,5.6
TEMTEM,SWITCH,76.0,6.8
TEN DATES,PC,73.0,
TENCHU 2: BIRTH OF THE STEALTH ASSASSINS,PLAYSTATION,77.0,8.7
TENCHU Z,XBOX,56.0,7.5
TENCHU: DARK SECRET,DS,,5.6
TENCHU: FATAL SHADOWS,PLAYSTATION,58.0,7.8
TENCHU: RETURN FROM DARKNESS,XBOX,70.0,7.3
TENCHU: SHADOW ASSASSINS,PLAYSTATION,68.0,7.2
TENCHU: SHADOW ASSASSINS,WII,70.0,7.3
TENCHU: STEALTH ASSASSINS,PLAYSTATION,87.0,8.7
TENCHU: WRATH OF HEAVEN,PLAYSTATION,79.0,8.6
TENGAMI,WII,70.0,9.6
TENKAI KNIGHTS: BRAVE BATTLE,DS,,
TENNIS 2K2,AUTRE,90.0,8.0
TENNIS IN THE FACE,PLAYSTATION,68.0,5.6
TENNIS MANAGER 2022,PC,71.0,
TENNIS MASTERS SERIES,PC,65.0,7.4
TENNIS MASTERS SERIES 2003,XBOX,67.0,
TENNIS WORLD TOUR,PLAYSTATION,,
TENNIS WORLD TOUR,XBOX,,
TENNIS WORLD TOUR 2,PC,60.0,7.6
TENNIS WORLD TOUR 2,PLAYSTATION,57.0,6.2
TENNIS WORLD TOUR 2,XBOX,58.0,7.8
TENS!,SWITCH,76.0,
TENTACULAR,PC,81.0,
TENTACULAR,PLAYSTATION,76.0,5.5
TERA,PC,77.0,6.8
TERMINATOR 3: RISE OF THE MACHINES,GB,50.0,
TERMINATOR 3: RISE OF THE MACHINES,PLAYSTATION,,6.1
TERMINATOR 3: RISE OF THE MACHINES,XBOX,,
TERMINATOR 3: THE REDEMPTION,AUTRE,68.0,
TERMINATOR 3: THE REDEMPTION,PLAYSTATION,68.0,7.9
TERMINATOR 3: THE REDEMPTION,XBOX,66.0,7.4
TERMINATOR SALVATION,PC,,
TERMINATOR SALVATION,PLAYSTATION,,
TERMINATOR SALVATION,XBOX,,
TERMINATOR: RESISTANCE,PC,60.0,8.1
TERMINATOR: RESISTANCE,PLAYSTATION,,7.5
TERMINATOR: RESISTANCE,XBOX,55.0,8.2
TERMINATOR: RESISTANCE - ANNIHILATION LINE,PC,61.0,8.1
TERMINATOR: RESISTANCE - ANNIHILATION LINE,PLAYSTATION,65.0,6.5
TERMINATOR: RESISTANCE ENHANCED,PLAYSTATION,62.0,7.1
TERRA NIL,PC,81.0,5.8
TERRARIA,PC,83.0,8.7
TERRARIA,PLAYSTATION,83.0,8.05
TERRARIA,SWITCH,82.0,8.1
TERRARIA,XBOX,81.0,7.3
TERRAWARS: NEW YORK INVASION,PC,,
TERROR SQUID,SWITCH,68.0,
TERROVER,PLAYSTATION,52.0,7.3
TESLA EFFECT: A TEX MURPHY ADVENTURE,PC,68.0,8.5
TESLA FORCE,PLAYSTATION,67.0,
TESLA VS LOVECRAFT,PC,73.0,6.5
TESLA VS LOVECRAFT,PLAYSTATION,71.0,6.6
TESLA VS LOVECRAFT,SWITCH,74.0,7.3
TESLA VS LOVECRAFT,XBOX,75.0,7.2
TESLAGRAD,PC,77.0,7.8
TESLAGRAD,PLAYSTATION,78.0,6.8
TESLAGRAD,SWITCH,81.0,8.0
TESLAGRAD,WII,79.0,8.1
TESLAPUNK,XBOX,70.0,6.6
TEST DRIVE,PLAYSTATION,73.0,7.4
TEST DRIVE,XBOX,71.0,8.7
TEST DRIVE LE MANS,AUTRE,93.0,8.3
TEST DRIVE OFF-ROAD WIDE OPEN,PLAYSTATION,70.0,6.3
TEST DRIVE OFF-ROAD WIDE OPEN,XBOX,64.0,8.4
TEST DRIVE UNLIMITED,PC,79.0,8.1
TEST DRIVE UNLIMITED,PLAYSTATION,77.5,8.1
TEST DRIVE UNLIMITED,XBOX,82.0,8.1
TEST DRIVE UNLIMITED 2,PC,72.0,6.0
TEST DRIVE UNLIMITED 2,PLAYSTATION,70.0,6.6
TEST DRIVE UNLIMITED 2,XBOX,68.0,6.5
TEST DRIVE V-RALLY,AUTRE,86.0,8.9
TEST DRIVE: EVE OF DESTRUCTION,PLAYSTATION,73.0,8.4
TEST DRIVE: EVE OF DESTRUCTION,XBOX,72.0,8.8
TEST DRIVE: FERRARI RACING LEGENDS,PLAYSTATION,62.0,5.0
TEST DRIVE: FERRARI RACING LEGENDS,XBOX,61.0,5.3
TETHERED,PLAYSTATION,76.0,7.4
TETRIS,PLAYSTATION,82.5,7.4
TETRIS 99,SWITCH,83.0,8.1
TETRIS AXIS,DS,74.0,7.1
TETRIS DS,DS,84.0,7.9
TETRIS EFFECT,PC,90.0,6.7
TETRIS EFFECT,PLAYSTATION,89.0,7.5
TETRIS EFFECT: CONNECTED,PLAYSTATION,93.0,7.0
TETRIS EFFECT: CONNECTED,SWITCH,94.0,7.9
TETRIS EFFECT: CONNECTED,XBOX,88.0,7.8
TETRIS EVOLUTION,XBOX,52.0,8.0
TETRIS PARTY,WII,86.0,7.8
TETRIS PARTY DELUXE,DS,76.0,
TETRIS PARTY DELUXE,WII,72.0,6.4
TETRIS SPLASH,XBOX,53.0,7.6
TETRIS ULTIMATE,DS,68.0,
TETRIS ULTIMATE,XBOX,59.0,
TETRIS WORLDS,AUTRE,,
TETRIS WORLDS,GB,65.0,8.0
TETRIS WORLDS,PLAYSTATION,,6.1
TETRIS WORLDS,XBOX,57.5,5.6
TETROBOT AND CO.,PC,72.0,7.8
TETROBOT AND CO.,WII,77.0,7.9
TEXAS CHEAT 'EM,PLAYSTATION,62.0,
TEXAS CHEAT 'EM,XBOX,65.0,
TEXAS HOLD 'EM,XBOX,63.0,6.7
TEXAS HOLD 'EM POKER,GB,,6.7
TH3 PLAN,PLAYSTATION,50.0,6.2
THARSIS,PC,61.0,
THARSIS,PLAYSTATION,65.0,6.3
THARSIS,SWITCH,58.0,
"THAT DRAGON, CANCER",PC,78.0,6.2
THAT'S YOU!,PLAYSTATION,70.0,7.1
THE 25TH WARD: THE SILVER CASE,PLAYSTATION,68.0,8.1
THE 2D ADVENTURES OF ROTATING OCTOPUS CHARACTER,PLAYSTATION,81.0,5.3
THE 3RD BIRTHDAY,PLAYSTATION,71.0,6.1
THE ACADEMY: THE FIRST RIDDLE,PC,59.0,
THE ADVENTURE PALS,PLAYSTATION,72.0,5.9
THE ADVENTURE PALS,SWITCH,77.0,7.7
THE ADVENTURE PALS,XBOX,80.0,7.2
THE ADVENTURES OF COOKIE & CREAM,PLAYSTATION,78.0,7.4
THE ADVENTURES OF DARWIN,PLAYSTATION,53.0,
THE ADVENTURES OF JIMMY NEUTRON BOY GENIUS: ATTACK OF THE TWONKIES,AUTRE,65.0,7.0
THE ADVENTURES OF JIMMY NEUTRON BOY GENIUS: ATTACK OF THE TWONKIES,PLAYSTATION,65.0,8.1
THE ADVENTURES OF SHUGGY,XBOX,77.0,8.2
THE ADVENTURES OF TINTIN: THE GAME,DS,56.0,5.2
THE ADVENTURES OF TINTIN: THE GAME,PLAYSTATION,59.0,6.7
THE ADVENTURES OF TINTIN: THE GAME,XBOX,63.0,6.4
THE AGE OF DECADENCE,PC,81.0,7.9
THE ALLIANCE ALIVE,DS,74.0,7.8
THE ALLIANCE ALIVE HD REMASTERED,SWITCH,74.0,7.0
THE ALMOST GONE,PC,67.0,6.8
THE ALMOST GONE,SWITCH,73.0,5.6
THE AMAZING SPIDER-MAN,DS,55.0,5.5
THE AMAZING SPIDER-MAN,PLAYSTATION,63.0,7.15
THE AMAZING SPIDER-MAN,WII,66.0,6.8
THE AMAZING SPIDER-MAN,XBOX,69.0,7.4
THE AMAZING SPIDER-MAN 2,PC,57.0,5.6
THE AMAZING SPIDER-MAN 2,PLAYSTATION,,5.2
THE AMAZING SPIDER-MAN 2,XBOX,55.0,6.3
THE ANGRY BIRDS MOVIE 2 VR: UNDER PRESSURE,PLAYSTATION,70.0,7.7
THE ANT BULLY,AUTRE,51.0,
THE ANT BULLY,PC,,
THE ANT BULLY,PLAYSTATION,52.0,
THE ANT BULLY,WII,,8.0
THE AQUATIC ADVENTURE OF THE LAST HUMAN,PC,76.0,6.6
THE ARTFUL ESCAPE,PC,80.0,6.3
THE ARTFUL ESCAPE,XBOX,80.0,7.6
THE ASCENT,PC,74.0,7.7
THE ASCENT,PLAYSTATION,77.0,6.3
THE ASCENT,XBOX,68.0,7.9
THE ASSEMBLY,PC,55.0,5.4
THE ASSEMBLY,PLAYSTATION,53.0,5.9
THE ASSEMBLY,XBOX,70.0,6.0
THE ASSKICKERS,PC,,
THE AWAKENED FATE: ULTIMATUM,PLAYSTATION,65.0,7.4
THE AWESOME ADVENTURES OF CAPTAIN SPIRIT,PC,79.0,7.3
THE AWESOME ADVENTURES OF CAPTAIN SPIRIT,PLAYSTATION,75.0,7.2
THE AWESOME ADVENTURES OF CAPTAIN SPIRIT,XBOX,78.0,7.8
THE BACONING,PC,63.0,5.1
THE BACONING,PLAYSTATION,65.0,7.3
THE BACONING,XBOX,64.0,5.4
THE BALL,PC,68.0,6.3
THE BANNER SAGA,PC,80.0,8.0
THE BANNER SAGA,PLAYSTATION,79.0,7.7
THE BANNER SAGA,XBOX,76.0,8.1
THE BANNER SAGA 1,SWITCH,80.0,8.0
THE BANNER SAGA 2,PC,82.0,8.3
THE BANNER SAGA 2,PLAYSTATION,78.0,7.7
THE BANNER SAGA 2,SWITCH,80.0,8.0
THE BANNER SAGA 2,XBOX,84.0,7.7
THE BANNER SAGA 3,PC,82.0,8.1
THE BANNER SAGA 3,PLAYSTATION,80.0,7.3
THE BANNER SAGA 3,SWITCH,83.0,8.0
THE BANNER SAGA 3,XBOX,88.0,7.5
THE BARD'S TALE,PC,70.0,7.6
THE BARD'S TALE,PLAYSTATION,76.0,7.8
THE BARD'S TALE,XBOX,75.0,7.5
THE BARD'S TALE IV: BARROWS DEEP,PC,71.0,6.5
THE BATTLE OF POLYTOPIA,SWITCH,72.0,
THE BEAST INSIDE,PC,74.0,7.5
THE BEATLES: ROCK BAND,PLAYSTATION,88.0,8.2
THE BEATLES: ROCK BAND,WII,89.0,7.4
THE BEATLES: ROCK BAND,XBOX,89.0,8.5
THE BEGINNER'S GUIDE,PC,76.0,7.5
THE BIG CON,PC,77.0,5.6
THE BIG CON,XBOX,74.0,
THE BIGGEST LOSER: ULTIMATE WORKOUT,XBOX,68.0,
THE BIGS,PLAYSTATION,74.5,7.2
THE BIGS,WII,66.0,7.1
THE BIGS,XBOX,79.0,8.4
THE BIGS 2,PLAYSTATION,80.0,7.8
THE BIGS 2,XBOX,76.0,6.4
THE BINDING OF ISAAC,PC,84.0,8.3
THE BINDING OF ISAAC: AFTERBIRTH,PC,85.0,8.2
THE BINDING OF ISAAC: AFTERBIRTH +,SWITCH,85.0,8.2
THE BINDING OF ISAAC: REBIRTH,PC,86.0,8.4
THE BINDING OF ISAAC: REBIRTH,PLAYSTATION,88.0,7.8
THE BLACK EYED PEAS EXPERIENCE,XBOX,66.0,5.8
THE BLACK MIRROR,PC,58.0,8.5
THE BLACKOUT CLUB,PC,63.0,7.2
THE BLACKOUT CLUB,PLAYSTATION,72.0,6.4
THE BLACKOUT CLUB,XBOX,69.0,7.1
THE BLACKWELL DECEPTION,PC,73.0,7.6
THE BLACKWELL EPIPHANY,PC,83.0,7.7
THE BLIND PROPHET,PC,68.0,7.3
THE BOOK OF UNWRITTEN TALES,PC,82.0,8.3
THE BOOK OF UNWRITTEN TALES 2,PC,80.0,7.7
THE BOOK OF UNWRITTEN TALES 2,PLAYSTATION,63.0,6.7
THE BOOK OF UNWRITTEN TALES 2,SWITCH,77.0,7.9
THE BOOK OF UNWRITTEN TALES 2,XBOX,79.0,7.5
THE BOOK OF UNWRITTEN TALES: CRITTER CHRONICLES,PC,73.0,6.8
THE BOUNCER,PLAYSTATION,66.0,7.5
THE BRADWELL CONSPIRACY,PC,65.0,6.1
THE BRADWELL CONSPIRACY,PLAYSTATION,67.0,6.0
THE BRADWELL CONSPIRACY,XBOX,55.0,8.0
THE BRIDGE,PC,74.0,7.4
THE BRIDGE,XBOX,76.0,7.7
THE BUG BUTCHER,PC,81.0,7.4
THE BUNKER,PC,57.0,5.8
THE BUNKER,PLAYSTATION,69.0,5.8
THE BUNKER,SWITCH,60.0,
THE BUNKER,XBOX,59.0,5.5
THE BUREAU: XCOM DECLASSIFIED,PC,66.0,6.5
THE BUREAU: XCOM DECLASSIFIED,PLAYSTATION,69.0,6.8
THE BUREAU: XCOM DECLASSIFIED,XBOX,68.0,6.9
THE CALIGULA EFFECT,PLAYSTATION,58.0,7.0
THE CALIGULA EFFECT 2,PLAYSTATION,65.0,6.8
THE CALIGULA EFFECT 2,SWITCH,76.0,6.4
THE CALIGULA EFFECT: OVERDOSE,PLAYSTATION,64.0,6.6
THE CALIGULA EFFECT: OVERDOSE,SWITCH,60.0,6.3
THE CALLISTO PROTOCOL,PC,68.0,5.6
THE CALLISTO PROTOCOL,PLAYSTATION,69.0,6.9
THE CALLISTO PROTOCOL,XBOX,70.0,6.9
THE CAMERON FILES: PHARAOH'S CURSE,PC,57.0,
THE CAMERON FILES: THE SECRET AT LOCH NESS,PC,66.0,5.9
THE CASE OF THE GOLDEN IDOL,PC,86.0,7.9
THE CASTLE DOCTRINE,PC,58.0,6.9
THE CASTLE GAME,PLAYSTATION,68.0,6.6
THE CAT LADY,PC,81.0,8.7
THE CAVE,PC,68.0,7.6
THE CAVE,PLAYSTATION,72.0,7.6
THE CAVE,WII,72.0,7.3
THE CAVE,XBOX,70.0,7.7
THE CENTENNIAL CASE: A SHIJIMA STORY,PLAYSTATION,71.0,6.0
THE CENTENNIAL CASE: A SHIJIMA STORY,SWITCH,77.0,5.8
THE CHANT,PLAYSTATION,69.0,7.9
THE CHANT,XBOX,71.0,6.2
THE CHAOS ENGINE,PC,,7.5
THE CHARNEL HOUSE TRILOGY,PC,68.0,5.8
THE CHASE: FELIX MEETS FELICITY,DS,59.0,
THE CHOSEN - WELL OF SOULS,PC,53.0,5.7
THE CHRONICLES OF NARNIA: PRINCE CASPIAN,DS,54.0,
THE CHRONICLES OF NARNIA: PRINCE CASPIAN,PLAYSTATION,56.0,5.9
THE CHRONICLES OF NARNIA: PRINCE CASPIAN,XBOX,56.0,7.1
"THE CHRONICLES OF NARNIA: THE LION, THE WITCH AND THE WARDROBE",AUTRE,71.0,5.5
"THE CHRONICLES OF NARNIA: THE LION, THE WITCH AND THE WARDROBE",DS,65.0,8.0
"THE CHRONICLES OF NARNIA: THE LION, THE WITCH AND THE WARDROBE",GB,66.0,6.0
"THE CHRONICLES OF NARNIA: THE LION, THE WITCH AND THE WARDROBE",PC,71.0,5.9
"THE CHRONICLES OF NARNIA: THE LION, THE WITCH AND THE WARDROBE",PLAYSTATION,68.0,8.3
"THE CHRONICLES OF NARNIA: THE LION, THE WITCH AND THE WARDROBE",XBOX,72.0,6.4
THE CHRONICLES OF RIDDICK: ASSAULT ON DARK ATHENA,PC,80.0,7.8
THE CHRONICLES OF RIDDICK: ASSAULT ON DARK ATHENA,PLAYSTATION,80.0,8.2
THE CHRONICLES OF RIDDICK: ASSAULT ON DARK ATHENA,XBOX,82.0,8.3
THE CHRONICLES OF RIDDICK: ESCAPE FROM BUTCHER BAY,XBOX,89.0,8.9
THE CHRONICLES OF RIDDICK: ESCAPE FROM BUTCHER BAY - DEVELOPER'S CUT,PC,90.0,8.6
THE CHURCH IN THE DARKNESS,PC,65.0,7.0
THE CHURCH IN THE DARKNESS,PLAYSTATION,58.0,5.0
THE CHURCH IN THE DARKNESS,XBOX,58.0,6.5
THE CLIMB,PC,71.0,7.6
THE CLIMB 2,PC,75.0,8.0
THE CLUB,PC,67.0,5.9
THE CLUB,PLAYSTATION,72.0,6.5
THE CLUB,XBOX,76.0,6.8
THE COLLIDER 2,PC,70.0,
THE COLONISTS,SWITCH,73.0,
THE COMA 2: VICIOUS SISTERS,SWITCH,74.0,6.8
THE COMA 2: VICIOUS SISTERS,XBOX,74.0,
THE COMA: RECUT,SWITCH,62.0,6.4
THE COMPANY MAN,SWITCH,68.0,
THE COMPLEX,PC,62.0,7.2
THE COMPLEX,PLAYSTATION,60.0,5.7
THE COMPLEX,XBOX,68.0,6.8
THE CON,PLAYSTATION,63.0,7.2
THE CONDUIT,WII,69.0,8.1
THE CORPORATE MACHINE,PC,80.0,6.8
THE COUNCIL,PC,67.0,8.0
THE COUNCIL,PLAYSTATION,74.0,7.9
THE COUNCIL - EPISODE 1: THE MAD ONES,PC,73.0,7.7
THE COUNCIL - EPISODE 1: THE MAD ONES,PLAYSTATION,75.0,7.4
THE COUNCIL - EPISODE 1: THE MAD ONES,XBOX,79.0,7.9
THE COUNCIL - EPISODE 2: HIDE AND SEEK,PC,70.0,7.3
THE COUNCIL - EPISODE 2: HIDE AND SEEK,PLAYSTATION,67.0,6.8
THE COUNCIL - EPISODE 2: HIDE AND SEEK,XBOX,76.0,7.7
THE COUNCIL - EPISODE 3: RIPPLES,PC,71.0,7.0
THE COUNCIL - EPISODE 3: RIPPLES,PLAYSTATION,68.0,6.9
THE COUNCIL - EPISODE 3: RIPPLES,XBOX,77.0,7.0
THE COUNCIL - EPISODE 4: BURNING BRIDGES,PC,58.0,8.0
THE COUNCIL - EPISODE 4: BURNING BRIDGES,PLAYSTATION,75.0,6.3
THE COUNCIL - EPISODE 5: CHECKMATE,PC,56.0,6.7
THE COUNCIL - EPISODE 5: CHECKMATE,PLAYSTATION,64.0,6.4
THE COUNT LUCANOR,PC,78.0,7.3
THE COUNT LUCANOR,SWITCH,72.0,7.5
THE CREW,PC,71.0,6.3
THE CREW,PLAYSTATION,61.0,5.4
THE CREW,XBOX,64.0,5.7
THE CREW 2,PC,66.0,
THE CREW 2,PLAYSTATION,64.0,5.5
THE CREW 2,XBOX,69.0,5.4
THE CREW: WILD RUN,PLAYSTATION,73.0,6.5
THE CROW'S EYE,PC,65.0,6.9
THE CRUEL KING AND THE GREAT HERO,PLAYSTATION,66.0,6.0
THE CRUEL KING AND THE GREAT HERO,SWITCH,73.0,7.5
THE CURSE OF MONKEY ISLAND,PC,89.0,9.0
THE CURSED CRUSADE,PC,55.0,5.6
THE CURSED CRUSADE,PLAYSTATION,,5.1
THE CURSED CRUSADE,XBOX,,
THE DA VINCI CODE,PC,53.0,5.5
THE DA VINCI CODE,PLAYSTATION,54.0,8.1
THE DA VINCI CODE,XBOX,52.0,
THE DARK CRYSTAL: AGE OF RESISTANCE TACTICS,PC,67.0,6.6
THE DARK CRYSTAL: AGE OF RESISTANCE TACTICS,PLAYSTATION,59.0,
THE DARK CRYSTAL: AGE OF RESISTANCE TACTICS,SWITCH,59.0,6.9
THE DARK CRYSTAL: AGE OF RESISTANCE TACTICS,XBOX,58.0,
THE DARK EYE : BOOK OF HEROES,PC,,
THE DARK EYE: CHAINS OF SATINAV,PC,75.0,7.6
THE DARK EYE: DEMONICON,PC,61.0,6.5
THE DARK PICTURES ANTHOLOGY: HOUSE OF ASHES,PC,73.0,8.0
THE DARK PICTURES ANTHOLOGY: HOUSE OF ASHES,PLAYSTATION,73.0,8.0
THE DARK PICTURES ANTHOLOGY: HOUSE OF ASHES,XBOX,74.0,8.3
THE DARK PICTURES ANTHOLOGY: LITTLE HOPE,PC,73.0,7.3
THE DARK PICTURES ANTHOLOGY: LITTLE HOPE,PLAYSTATION,71.0,6.8
THE DARK PICTURES ANTHOLOGY: LITTLE HOPE,XBOX,65.0,8.0
THE DARK PICTURES ANTHOLOGY: MAN OF MEDAN,PC,75.0,6.6
THE DARK PICTURES ANTHOLOGY: MAN OF MEDAN,PLAYSTATION,69.0,5.8
THE DARK PICTURES ANTHOLOGY: MAN OF MEDAN,XBOX,69.0,6.9
THE DARK PICTURES ANTHOLOGY: THE DEVIL IN ME,PC,69.0,5.2
THE DARK PICTURES ANTHOLOGY: THE DEVIL IN ME,PLAYSTATION,70.0,6.0
THE DARK PICTURES ANTHOLOGY: THE DEVIL IN ME,XBOX,79.0,6.6
THE DARK PICTURES: SWITCHBACK VR,PLAYSTATION,68.0,6.4
THE DARK SPIRE,DS,69.0,7.8
THE DARKNESS,PLAYSTATION,80.0,7.6
THE DARKNESS,XBOX,82.0,8.1
THE DARKNESS II,PC,77.0,7.6
THE DARKNESS II,PLAYSTATION,79.0,7.8
THE DARKNESS II,XBOX,80.0,7.6
THE DARKSIDE DETECTIVE,PC,77.0,8.1
THE DARKSIDE DETECTIVE,SWITCH,81.0,8.2
THE DARKSIDE DETECTIVE: A FUMBLE IN THE DARK,PC,84.0,8.2
THE DEADLY TOWER OF MONSTERS,PC,73.0,7.7
THE DEADLY TOWER OF MONSTERS,PLAYSTATION,72.0,7.0
THE DEER GOD,SWITCH,,
THE DELUSIONS OF VON SOTTENDORFF AND HIS SQUARED MIND,DS,64.0,7.0
THE DENPA MEN 2: BEYOND THE WAVES,DS,76.0,6.4
THE DENPA MEN 3: THE RISE OF DIGITOLL,DS,75.0,7.9
THE DENPA MEN: THEY CAME BY WAVE,DS,78.0,7.5
THE DESCENDANT,PC,61.0,6.9
THE DETAIL,PC,71.0,6.6
THE DEVIL INSIDE,PC,76.0,5.9
THE DIOFIELD CHRONICLE,PC,66.0,
THE DIOFIELD CHRONICLE,PLAYSTATION,71.0,
THE DIOFIELD CHRONICLE,SWITCH,67.0,
THE DIOFIELD CHRONICLE,XBOX,78.0,
THE DISHWASHER: DEAD SAMURAI,XBOX,75.0,7.8
THE DISHWASHER: VAMPIRE SMILE,XBOX,81.0,8.2
THE DISNEY AFTERNOON COLLECTION,PC,78.0,6.2
THE DISNEY AFTERNOON COLLECTION,PLAYSTATION,76.0,6.4
THE DISNEY AFTERNOON COLLECTION,XBOX,76.0,5.9
THE DREAM MACHINE,PC,75.0,8.4
THE DUKES OF HAZZARD: RETURN OF THE GENERAL LEE,PLAYSTATION,52.0,6.4
THE DUKES OF HAZZARD: RETURN OF THE GENERAL LEE,XBOX,,7.0
THE DUNGEON OF NAHEULBEUK: THE AMULET OF CHAOS,PC,72.0,8.1
THE DWARVES,PC,61.0,6.2
THE DWARVES,PLAYSTATION,60.0,5.5
THE DWARVES,XBOX,58.0,
THE EGYPTIAN PROPHECY,PC,73.0,5.8
THE ELDER SCROLLS III: BLOODMOON,PC,85.0,8.2
THE ELDER SCROLLS III: MORROWIND,PC,89.0,8.8
